file_name,file_size,pdf_version,entropy,keyword_JS,keyword_JavaScript,keyword_AA,keyword_OpenAction,keyword_Launch,keyword_EmbeddedFile,keyword_URI,keyword_ObjStm,class,keyword_sum,keyword_density
064301f.pdf,53946,1.4,7.679211,0,0,0,0,0,0,0,0,0,0,0.0
064401f.pdf,30011,1.4,6.783755,1,0,0,0,0,0,0,0,0,1,3.332000533120085e-05
064601f.pdf,35581,1.4,7.470098,0,0,0,0,0,0,0,0,0,0,0.0
064602f.pdf,23173,1.4,7.511775,0,0,0,0,0,0,0,0,0,0,0.0
065101f.pdf,31106,1.4,7.411802,0,0,0,0,0,0,0,0,0,0,0.0
069.pdf,20349,1.4,7.013145,0,0,0,0,0,0,0,0,0,0,0.0
069hull_gorden.pdf,15307,1.4,7.182743,0,0,0,0,0,0,0,0,0,0,0.0
06cofigbs.pdf,17314,1.4,7.05619,0,0,0,0,0,0,0,0,0,0,0.0
06cofiges.pdf,16041,1.4,6.942844,0,0,0,0,0,0,0,0,0,0,0.0
06cofigfs.pdf,14292,1.4,6.739131,0,0,0,0,0,0,0,0,0,0,0.0
06itcorptaxsnap.pdf,253167,1.4,7.36646,0,0,18,0,0,0,18,0,0,36,0.00014219806610630094
06weisman.pdf,19421,1.6,6.648775,0,0,0,1,0,0,0,1,0,2,0.00010297600659046442
070401f.pdf,25723,1.4,7.109806,0,0,0,0,0,0,0,0,0,0,0.0
071701f.pdf,28406,1.4,7.447979,0,0,0,0,0,0,0,0,0,0,0.0
071702f.pdf,45329,1.6,7.568415,0,0,0,0,0,0,0,0,0,0,0.0
071801f.pdf,67892,1.4,7.703511,0,0,0,0,0,0,0,0,0,0,0.0
072.pdf,16363,1.4,6.872205,0,0,0,0,0,0,0,0,0,0,0.0
072005-lore.pdf,193564,1.5,7.822162,0,0,0,0,0,0,0,0,0,0,0.0
072101f.pdf,124332,1.4,7.723847,0,0,0,0,0,0,0,0,0,0,0.0
072501f.pdf,39661,1.4,7.049365,0,0,0,0,0,0,0,0,0,0,0.0
072502f.pdf,43214,1.4,7.030272,0,0,0,0,0,0,0,0,0,0,0.0
072perlman.pdf,22033,1.4,6.865492,0,0,0,0,0,0,0,0,0,0,0.0
073.pdf,173530,1.4,7.965689,0,0,0,0,0,0,0,0,0,0,0.0
073301f.pdf,44414,1.4,7.319734,0,0,0,0,0,0,0,0,0,0,0.0
073801f.pdf,155561,1.4,7.803464,0,0,0,0,0,0,0,0,0,0,0.0
073802f.pdf,45100,1.4,7.057227,0,0,0,0,0,0,0,0,0,0,0.0
073oram_cpsr.pdf,19859,1.4,6.998307,0,0,0,0,0,0,0,0,0,0,0.0
074401f.pdf,31605,1.4,7.494648,0,0,0,0,0,0,0,0,0,0,0.0
0745018.pdf,110302,1.4,7.730959,0,0,0,0,0,0,0,0,0,0,0.0
074hoy_dvdcca.pdf,21678,1.4,6.663006,0,0,0,0,0,0,0,0,0,0,0.0
075001f.pdf,27455,1.4,7.33543,0,0,0,0,0,0,0,0,0,0,0.0
075201f.pdf,245401,1.4,7.772462,0,0,0,0,0,0,0,0,0,0,0.0
075smith_nlm.pdf,22104,1.4,6.62136,0,0,0,0,0,0,0,0,0,0,0.0
076mcgivern_ascap.pdf,25257,1.4,6.73363,0,0,0,0,0,0,0,0,0,0,0.0
077sigall_riaa.pdf,16433,1.4,6.843715,0,0,0,0,0,0,0,0,0,0,0.0
07cofigbs.pdf,18209,1.4,7.125758,0,0,0,0,0,0,0,0,0,0,0.0
07cofiges.pdf,16575,1.4,6.998208,0,0,0,0,0,0,0,0,0,0,0.0
07cofigfs.pdf,14368,1.4,6.744378,0,0,0,0,0,0,0,0,0,0,0.0
07eocharitiessnap.pdf,262072,1.4,7.42821,0,0,12,0,0,0,30,2,0,44,0.0001678921521866045
07eocharteobull.pdf,150114,1.6,7.827081,0,0,0,0,0,0,0,0,0,0,0.0
07pfound.pdf,39178,1.5,7.771446,0,0,0,0,0,0,0,4,0,4,0.00010209551034993236
07rppscecco.pdf,159883,1.4,7.9166,1,0,0,0,0,2,0,0,0,3,1.876360361261915e-05
07rppsdiamond.pdf,333823,1.4,7.931406,0,0,0,0,0,2,0,0,0,2,5.991180981595092e-06
07rppsjohnson.pdf,283402,1.4,7.949642,0,0,0,0,0,2,0,0,0,2,7.05708831593173e-06
07rppsliu.pdf,387624,1.4,7.95683,0,0,0,0,0,2,0,0,0,2,5.159625927120284e-06
07rppsmilleville.pdf,156076,1.4,7.91803,0,0,0,0,0,2,0,0,0,2,1.2814187868808344e-05
07rppsweber.pdf,164380,1.4,7.918993,0,0,0,0,0,2,0,0,0,2,1.2166856266843491e-05
07tyrrell.pdf,47396,1.6,7.108165,0,0,0,1,0,0,8,0,0,9,0.00018988543578707514
07ubgraph1.pdf,21964,1.5,7.486494,0,0,0,0,0,0,0,4,0,4,0.0001821078989301161
07ubgraph2.pdf,25463,1.5,7.57802,0,0,0,0,0,0,0,4,0,4,0.00015708451146716933
080101f.pdf,154082,1.6,7.843522,0,0,0,0,0,0,0,0,0,0,0.0
081401.pdf,23620,1.5,6.016622,0,0,0,0,0,0,0,0,0,0,0.0
082005-lore.pdf,124485,1.5,7.419624,0,0,0,0,0,0,0,0,0,0,0.0
082801f.pdf,49869,1.6,7.346846,0,0,0,0,0,0,0,0,0,0,0.0
082802f.pdf,40277,1.6,7.091946,0,0,0,0,0,0,0,0,0,0,0.0
082803f.pdf,51199,1.4,7.440561,0,0,0,0,0,0,0,0,0,0,0.0
082804f.pdf,39303,1.6,7.523348,0,0,0,0,0,0,0,0,0,0,0.0
083hendrix_ala.pdf,18113,1.4,6.927945,0,0,0,0,0,0,0,0,0,0,0.0
084101f.pdf,24461,1.4,7.209609,0,0,0,0,0,0,0,0,0,0,0.0
084201f.pdf,26615,1.4,7.253513,0,0,0,0,0,0,0,0,0,0,0.0
084301f.pdf,43578,1.4,7.134011,0,0,0,0,0,0,0,0,0,0,0.0
084601f.pdf,31838,1.4,7.3147,0,0,0,0,0,0,0,0,0,0,0.0
084602f.pdf,28554,1.4,7.359755,0,0,0,0,0,0,0,0,0,0,0.0
084doyle_amp.pdf,40781,1.4,7.451318,0,0,0,0,0,0,0,0,0,0,0.0
085201f.pdf,42460,1.4,7.222616,0,0,0,0,0,0,0,0,0,0,0.0
088brown_naa.pdf,91949,1.4,7.924458,0,0,0,1,0,0,0,0,0,1,1.0875475802066341e-05
08fallbulforcorpper.pdf,230895,1.6,7.762088,0,0,0,0,0,0,0,0,0,0,0.0
08fallbulsolprop.pdf,411140,1.4,7.874041,0,0,0,0,0,0,0,0,0,0,0.0
08fallbultebond.pdf,162570,1.4,7.663497,0,0,0,0,0,0,0,0,0,0,0.0
08inccsnap.pdf,154175,1.5,7.882263,0,0,0,0,0,0,2,7,0,9,5.8374844333748446e-05
08inratesharesnap.pdf,151309,1.5,7.878064,0,0,0,0,0,0,2,7,0,9,5.9480536646619523e-05
08pareturnsnap.pdf,273882,1.4,7.482448,0,0,16,0,0,0,14,1,0,31,0.00011318701781417613
08perkins.pdf,133809,1.6,7.495497,0,0,0,1,0,0,0,0,0,1,7.473283013227711e-06
08pfsnap.pdf,263020,1.5,7.430648,0,0,14,0,0,0,24,0,0,38,0.0001444751559761388
08rpgangiunece.pdf,213423,1.5,7.934958,0,0,4,0,0,0,0,0,0,4,1.8742034635280007e-05
08rpjohnson.pdf,331983,1.4,7.975469,0,0,0,0,0,0,0,0,0,0,0.0
08rppsbryant.pdf,135899,1.5,7.949217,0,0,0,0,0,0,0,15,0,15,0.00011037527593818985
08rpscali.pdf,146034,1.5,7.95749,0,0,0,0,0,0,0,13,0,13,8.901975553805594e-05
08rpweber.pdf,32515,1.5,7.680613,0,0,0,0,0,0,0,7,0,7,0.00021527863205806372
090801f.pdf,73072,1.6,7.597438,0,0,0,0,0,0,0,0,0,0,0.0
090maddux.pdf,28600,1.4,7.384462,0,0,0,0,0,0,0,0,0,0,0.0
091macarthur.pdf,21743,1.4,7.515695,0,0,0,0,0,0,0,0,0,0,0.0
092005-lore.pdf,299705,1.5,7.935963,0,0,0,0,0,0,0,0,0,0,0.0
092101f.pdf,55989,1.4,7.40936,0,0,0,0,0,0,0,0,0,0,0.0
092102f.pdf,35841,1.6,7.023206,0,0,0,0,0,0,0,0,0,0,0.0
092103f.pdf,104013,1.4,7.673048,0,0,0,0,0,0,0,0,0,0,0.0
092greenman.pdf,11446,1.4,7.018609,0,0,0,0,0,0,0,0,0,0,0.0
0930029.pdf,75634,1.3,7.931706,0,0,0,1,0,0,0,0,0,1,1.3221392212599988e-05
093701f.pdf,34381,1.6,7.236721,0,0,0,0,0,0,0,0,0,0,0.0
093801f.pdf,94120,1.4,7.496253,0,0,0,0,0,0,0,0,0,0,0.0
094301f.pdf,50459,1.6,7.38605,0,0,0,0,0,0,0,0,0,0,0.0
094302f.pdf,78299,1.6,7.009734,0,0,0,0,0,0,0,0,0,0,0.0
094rodgers_hrrc.pdf,13650,1.4,6.350171,0,0,0,0,0,0,0,0,0,0,0.0
095001f.pdf,50954,1.4,7.340759,0,0,0,0,0,0,0,0,0,0,0.0
098bmi.pdf,25492,1.4,6.383598,0,0,0,0,0,0,0,0,0,0,0.0
09crocker.pdf,38397,1.6,7.523591,0,0,0,1,0,0,0,0,0,1,2.6043023074118443e-05
09ebsnap.pdf,302608,1.4,7.569639,0,0,9,0,0,0,4,0,0,13,4.295972690832064e-05
09estrustsnap.pdf,403184,1.4,7.73447,0,0,5,0,0,0,14,1,0,20,4.9605020028026834e-05
09fallbulchar.pdf,401125,1.4,7.660471,0,0,4,0,0,0,0,3,0,7,1.7450875784666166e-05
09fallbulfodcorp.pdf,316414,1.6,7.805577,0,0,0,0,0,0,0,0,0,0,0.0
09in01gender.pdf,19368,1.4,7.100588,0,0,0,0,0,0,0,0,0,0,0.0
09inratesnap.pdf,90062,1.5,7.849772,0,0,0,0,0,0,0,5,0,5,5.5516693869846666e-05
09rplatereturnsps.pdf,387014,1.5,7.662835,0,0,1,0,0,0,0,0,0,1,2.5838791778096454e-06
09sumbulcoftc.pdf,406000,1.6,7.926293,0,0,1,0,0,0,0,0,0,1,2.4630481205711315e-06
0_ea-2a_1108.pdf,109611,1.4,7.645168,0,0,0,0,0,0,0,0,0,0,0.0
1-meredith-filak.pdf,131236,1.4,7.983369,0,0,0,1,0,0,0,0,0,1,7.61980234232724e-06
10-13_comm.pdf,286378,1.7,7.797947,0,0,0,0,0,0,4,0,0,4,1.3967504600546828e-05
100301f.pdf,50753,1.4,7.59231,0,0,0,0,0,0,0,0,0,0,0.0
100501f.pdf,56451,1.4,7.359595,0,0,0,0,0,0,0,0,0,0,0.0
100502f.pdf,54702,1.4,7.085664,0,0,0,0,0,0,0,0,0,0,0.0
100901f.pdf,29024,1.4,6.672675,0,0,0,0,0,0,0,0,0,0,0.0
100902f.pdf,38141,1.4,7.009178,0,0,0,0,0,0,0,0,0,0,0.0
1010cole.pdf,92375,1.2,7.883035,0,0,0,0,0,0,0,0,0,0,0.0
101501f.pdf,60072,1.4,7.460742,0,0,0,0,0,0,0,0,0,0,0.0
101502f.pdf,128759,1.4,7.757561,0,0,0,0,0,0,0,0,0,0,0.0
101watkins.pdf,14446,1.4,6.998078,0,0,0,0,0,0,0,0,0,0,0.0
102601f.pdf,35055,1.4,7.146716,0,0,0,0,0,0,0,0,0,0,0.0
102602f.pdf,37165,1.4,7.122181,0,0,0,0,0,0,0,0,0,0,0.0
102901f.pdf,63372,1.4,7.49743,0,0,0,0,0,0,0,0,0,0,0.0
103001f.pdf,26237,1.4,6.668953,0,0,0,0,0,0,0,0,0,0,0.0
103002f.pdf,92510,1.4,7.61432,0,0,0,0,0,0,0,0,0,0,0.0
103101f.pdf,51388,1.6,7.536753,0,0,0,0,0,0,0,15,0,15,0.0002918912607756524
103901f.pdf,36999,1.6,7.656642,0,0,0,0,0,0,0,11,0,11,0.0002972972972972973
103hommedieu.pdf,33295,1.4,6.702224,0,0,0,0,0,0,0,0,0,0,0.0
105.pdf,13909,1.4,6.634717,0,0,0,0,0,0,0,0,0,0,0.0
105001f.pdf,72000,1.6,7.751475,0,0,0,0,0,0,0,19,0,19,0.0002638852238163359
105101f.pdf,126134,1.6,7.836917,0,0,0,0,0,0,0,31,0,31,0.0002457684227216871
105reedelsevier.pdf,25025,1.4,7.288249,0,0,0,0,0,0,0,0,0,0,0.0
106hallpbs.pdf,20430,1.4,6.737742,0,0,0,0,0,0,0,0,0,0,0.0
109selzer_bcis.pdf,29129,1.4,7.376604,0,0,0,0,0,0,0,0,0,0,0.0
10eositrustsnap.pdf,400897,1.5,7.356292,0,0,15,0,0,0,14,0,0,29,7.233760208332294e-05
10esgiftsnap.pdf,246409,1.5,7.404353,1,0,8,0,0,0,20,0,0,29,0.00011769002881376567
10esnonresestatsnap.pdf,227007,1.5,7.382572,0,0,10,0,0,0,10,0,0,20,8.810262193402875e-05
10estrustsnap.pdf,259507,1.5,7.399715,0,0,11,0,0,0,26,0,0,37,0.00014257749279405644
10sprbulfidincpan.pdf,67990,1.6,7.676358,0,0,0,0,0,0,0,0,0,0,0.0
10sprbulgifts07.pdf,95383,1.6,7.740344,0,0,0,0,0,0,0,0,0,0,0.0
10sultzberger_NYFU.pdf,48173,1.6,7.462095,0,0,0,1,0,0,12,0,0,13,0.000269855108564786
10sumbulcoftc.pdf,388385,1.6,7.922018,0,0,0,0,0,0,0,0,0,0,0.0
10winbulreturnfilings.pdf,351677,1.6,7.73277,0,0,0,0,0,0,0,0,0,0,0.0
11-erica-redler-naba-wbu.pdf,63599,1.3,7.944962,0,0,0,0,0,0,0,0,0,0,0.0
111101f.pdf,28566,1.6,7.094775,0,0,0,0,0,0,0,8,0,8,0.00028004340672804285
111701f.pdf,70250,1.6,7.707284,0,0,0,0,0,0,0,17,0,17,0.0002419894378727705
1120021.pdf,78845,1.3,7.937104,0,0,0,1,0,0,0,0,0,1,1.2682951576490881e-05
112700mem.pdf,23095,1.5,5.601817,0,0,0,0,0,0,0,0,0,0,0.0
112701f.pdf,63751,1.6,7.450695,0,0,0,0,0,0,0,15,0,15,0.00023528673610239678
112metalitz.pdf,83369,1.4,7.743193,0,0,0,0,0,0,0,0,0,0,0.0
11381f.pdf,72443,1.6,7.721947,0,0,0,0,0,0,0,17,0,17,0.00023466401634365854
11382f.pdf,93436,1.6,7.777879,0,0,0,0,0,0,0,26,0,26,0.00027826235859456104
113901f.pdf,38878,1.6,7.374268,0,0,0,0,0,0,0,10,0,10,0.0002572082615293603
113nandy.pdf,17650,1.4,6.512805,0,0,0,0,0,0,0,0,0,0,0.0
114.pdf,10824,1.4,6.909437,0,0,0,0,0,0,0,0,0,0,0.0
114701f.pdf,40239,1.6,7.417089,0,0,0,0,0,0,0,10,0,10,0.00024850894632206757
114702f.pdf,45452,1.6,7.492702,0,0,0,0,0,0,0,12,0,12,0.0002640089763051944
114703f.pdf,79298,1.6,7.734802,0,0,0,0,0,0,0,20,0,20,0.0002522099900377054
114704f.pdf,41719,1.6,7.427493,0,0,0,0,0,0,0,10,0,10,0.00023969319271332693
114gross_eff.pdf,19074,1.4,6.90811,0,0,0,0,0,0,0,0,0,0,0.0
114_list.pdf,132812,1.5,7.787796,0,0,0,0,0,0,0,81,0,81,0.0006098800569221387
115001f.pdf,58748,1.6,7.389295,0,0,0,0,0,0,0,14,0,14,0.00023830192854346456
115101f.pdf,37354,1.6,7.340666,0,0,0,0,0,0,0,9,0,9,0.0002409316021951546
115iverson_sony.pdf,28441,1.4,7.442869,0,0,0,0,0,0,0,0,0,0,0.0
118bsa.pdf,30821,1.4,7.578864,0,0,0,0,0,0,0,0,0,0,0.0
119vaughn_aau.pdf,23094,1.4,6.750224,0,0,0,0,0,0,0,0,0,0,0.0
11ebfallbulmunbond.pdf,212960,1.6,7.949323,0,0,0,0,0,0,0,37,0,37,0.00017374073187109376
11ebsnap.pdf,42851,1.5,7.801442,0,0,0,0,0,0,0,4,0,4,9.334453467749463e-05
11ebtebondwinbull.pdf,214208,1.4,7.878778,0,0,0,0,0,0,0,0,0,0,0.0
11eo07busintaxwinbull.pdf,160775,1.4,7.833732,0,0,0,0,0,0,0,0,0,0,0.0
11eofallbulteorg.pdf,382039,1.4,7.568002,0,0,6,0,0,0,0,5,0,11,2.8792796565804628e-05
11esgiftsnap.pdf,253006,1.4,7.412143,0,0,15,0,0,0,30,0,0,45,0.00017786069160141815
11esgiftsprbul.pdf,68543,1.6,7.856812,0,0,0,0,0,0,0,11,0,11,0.00016048085901027077
11esnonresestatsnap.pdf,188088,1.4,7.197636,3,0,5,0,0,0,0,3,0,11,5.8482952219428036e-05
11insitrusts09winbull.pdf,151592,1.4,7.820425,0,0,0,0,0,0,0,0,0,0,0.0
11pfdomwinbull.pdf,164464,1.4,7.788254,0,0,0,0,0,0,0,5,0,5,3.040160520475481e-05
12-0019.pdf,21998,1.6,7.430008,0,0,0,0,0,0,0,7,0,7,0.0003181962816491659
12-0020.pdf,18299,1.6,7.365107,0,0,0,0,0,0,0,4,0,4,0.0002185792349726776
12-0021.pdf,24212,1.6,7.572621,0,0,0,0,0,0,0,4,0,4,0.00016520051212158757
12-0022.pdf,21624,1.6,7.438499,0,0,0,0,0,0,0,5,0,5,0.00023121387283236994
12-0023.pdf,20384,1.6,7.419296,0,0,0,0,0,0,0,7,0,7,0.0003433897473632573
12-0024.pdf,19649,1.6,7.390168,0,0,0,0,0,0,0,7,0,7,0.000356234096692112
12-0025.pdf,141261,1.3,7.540244,0,0,0,0,0,0,0,0,0,0,0.0
12-0026.pdf,25803,1.6,7.551087,0,0,0,0,0,0,0,6,0,6,0.00023252208959851186
12-0027.pdf,22490,1.6,7.469461,0,0,0,0,0,0,0,5,0,5,0.00022231114668089458
12-0028.pdf,24708,1.6,7.517941,0,0,0,0,0,0,0,6,0,6,0.00024282650046541745
12-0029.pdf,22568,1.6,7.475721,0,0,0,0,0,0,0,5,0,5,0.00022154282422792325
12-0030.pdf,21402,1.6,7.430788,0,0,0,0,0,0,0,5,0,5,0.0002336121104518058
12-0031.pdf,21706,1.6,7.477258,0,0,0,0,0,0,0,5,0,5,0.00023034044317501266
12-0032.pdf,23623,1.6,7.508494,0,0,0,0,0,0,0,5,0,5,0.00021164917033525228
12-0033.pdf,21026,1.6,7.415145,0,0,0,0,0,0,0,5,0,5,0.00023778950872687497
12-0034.pdf,22219,1.6,7.487187,0,0,0,0,0,0,0,6,0,6,0.00027002700270027
12-0035.pdf,19876,1.6,7.41184,0,0,0,0,0,0,0,5,0,5,0.0002515470141369422
12-0036.pdf,17855,1.6,7.336412,0,0,0,0,0,0,0,4,0,4,0.00022401433691756272
12-0037.pdf,22793,1.6,7.506623,0,0,0,0,0,0,0,6,0,6,0.00026322716504343247
12-0038.pdf,22937,1.6,7.486653,0,0,0,0,0,0,0,5,0,5,0.0002179788996425146
12-0039.pdf,17972,1.6,7.344121,0,0,0,0,0,0,0,4,0,4,0.00022255605630668225
12-0040.pdf,21384,1.6,7.430445,0,0,0,0,0,0,0,5,0,5,0.00023380874444704232
12-0041.pdf,20655,1.6,7.428724,0,0,0,0,0,0,0,5,0,5,0.0002420604182804028
12-0042.pdf,19837,1.6,7.407454,0,0,0,0,0,0,0,5,0,5,0.0002520415364452062
12-0043.pdf,24081,1.6,7.517743,0,0,0,0,0,0,0,5,0,5,0.00020762395149904493
12-george-kerscher.pdf,79644,1.4,7.809256,0,0,0,0,0,0,0,1,0,1,1.2555715989704312e-05
1201-502rev.pdf,375624,1.2,7.676169,0,0,0,1,0,0,0,0,0,1,2.6622296173044925e-06
1201-503rev.pdf,235757,1.2,7.664,0,0,0,1,0,0,0,0,0,1,4.241637611449029e-06
1201-504rev.pdf,372658,1.2,7.66544,0,0,0,1,0,0,0,0,0,1,2.6834183529714833e-06
1201-518.pdf,199525,1.2,7.607179,0,0,0,1,0,0,0,0,0,1,5.011878151218387e-06
1201mem.pdf,26255,1.5,5.80849,0,0,0,0,0,0,0,0,0,0,0.0
1201_recommendation.pdf,315250,1.4,7.873826,0,0,0,0,0,0,0,0,0,0,0.0
121.pdf,14354,1.4,6.482103,0,0,0,0,0,0,0,0,0,0,0.0
121201f.pdf,237504,1.6,7.183601,0,0,0,0,0,0,30,18,0,48,0.00020210100839982315
121202f.pdf,210119,1.6,7.28998,0,0,0,0,0,0,30,17,0,47,0.00022368170569198552
121401f.pdf,201698,1.6,7.399247,0,0,0,0,0,0,0,29,0,29,0.00014377860078632022
